City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Ormara,PK,25.2088,64.6357,85.28,71,0,7.94,clear sky
348,Dingle,PH,10.9995,122.6711,78.12,83,100,2.53,light rain
349,Grindavik,IS,63.8424,-22.4338,51.75,87,75,13.65,light rain
350,Hongjiang,CN,27.11,109.9956,73.87,74,63,4.09,broken clouds
351,Jalu,LY,29.0331,21.5482,91.47,14,0,11.79,clear sky
352,Thompson,CA,55.7435,-97.8558,53.76,94,75,2.3,broken clouds
353,Belmonte,BR,-15.8631,-38.8828,82.4,79,46,9.24,scattered clouds
354,Vavoua,CI,7.3819,-6.4778,97.7,35,96,2.98,overcast clouds
355,Kitui,KE,-1.367,38.0106,73.85,53,98,7.02,overcast clouds
356,Calabozo,VE,8.9242,-67.4293,76.17,87,100,8.93,overcast clouds
357,Paragould,US,36.0584,-90.4973,76.84,84,75,8.81,broken clouds
358,Stejari,RO,44.7667,23.6833,81.48,42,5,5.59,clear sky
359,Kailua,US,21.4022,-157.7394,74.14,70,24,19.33,few clouds
360,Sackville,CA,45.9188,-64.3846,66.78,60,62,8.68,broken clouds
361,Maniago,IT,46.1706,12.7078,76.69,63,85,2.66,overcast clouds
362,Itoman,JP,26.1247,127.6694,79.57,92,75,9.22,moderate rain
363,Koutsouras,GR,35.0339,25.9469,76.06,51,0,6.71,clear sky
364,Faanui,PF,-16.4833,-151.75,80.56,72,1,11.39,clear sky
365,Arklow,IE,52.7931,-6.1414,62.08,77,95,4.43,overcast clouds
366,Rosetta,EG,31.4044,30.4164,76.82,60,0,15.21,clear sky
367,Meulaboh,ID,4.1363,96.1285,78.4,81,100,2.93,light rain
368,Juneau,US,58.3019,-134.4197,49.21,96,90,1.99,mist
369,Impfondo,CG,1.6381,18.0667,71.62,94,100,3.02,overcast clouds
370,Torbay,CA,47.6666,-52.7314,59.68,92,75,18.41,light rain
371,Ambon,ID,-3.6954,128.1814,78.94,89,75,11.72,broken clouds
372,Spokoynaya,RU,44.2468,41.4015,59.81,86,100,1.74,moderate rain
373,Port Lincoln,AU,-34.7333,135.8667,59.18,65,68,13.87,broken clouds
374,Nouakchott,MR,18.0858,-15.9785,93.13,33,7,12.5,clear sky
375,Cortez,US,37.3489,-108.5859,71.42,45,1,0.0,clear sky
376,Berbera,SO,10.4396,45.0143,92.57,55,5,5.37,clear sky
377,Colares,PT,38.7992,-9.4469,80.28,51,20,16.89,few clouds
378,Newport,GB,51.5877,-2.9984,70.52,70,38,2.35,scattered clouds
379,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,72,98,5.17,overcast clouds
380,Bengkulu,ID,-3.8004,102.2655,75.9,89,19,4.61,few clouds
381,Don Sak,TH,9.3168,99.6918,80.55,75,100,12.91,light rain
382,Talnakh,RU,69.4865,88.3972,32.94,97,99,4.5,light snow
383,Macklin,CA,52.3334,-109.9348,55.74,72,85,12.95,overcast clouds
384,Kysyl-Syr,RU,63.8986,122.7617,52.95,54,100,3.42,overcast clouds
385,Hauterive,FR,46.0901,3.4459,64.09,86,100,6.51,overcast clouds
386,Udachnyy,RU,66.4167,112.4,49.84,50,100,12.37,overcast clouds
387,Leua,SK,48.2156,18.6071,79.11,58,14,1.92,few clouds
388,Aswan,EG,24.0934,32.907,101.8,10,0,14.34,clear sky
389,Lizzano,IT,40.391,17.4476,87.89,46,0,11.05,clear sky
390,Sinnamary,GF,5.3833,-52.95,79.95,82,68,2.57,broken clouds
391,Stornoway,GB,58.2093,-6.3865,59.94,63,75,18.41,broken clouds
392,Malakal,SS,9.5334,31.6605,87.82,46,96,8.7,light rain
393,Batemans Bay,AU,-35.7167,150.1833,50.92,84,5,4.59,clear sky
394,Adre,TD,13.4667,22.2,98.13,16,38,6.55,scattered clouds
395,Mount Isa,AU,-20.7333,139.5,55.17,44,0,5.75,clear sky
396,Luanda,AO,-8.8368,13.2343,82.4,65,40,11.5,scattered clouds
397,Koungou,YT,-12.7336,45.2042,80.31,69,0,16.55,clear sky
398,Sydney Mines,CA,46.2367,-60.2177,73.47,77,75,7.0,broken clouds
399,Megion,RU,61.0296,76.1136,57.22,70,66,10.51,broken clouds
400,Plouzane,FR,48.3833,-4.6167,64.49,80,90,6.82,overcast clouds
401,San Carlos Del Zulia,VE,9.0,-71.9135,74.62,98,100,5.19,overcast clouds
402,Poso,ID,-1.3959,120.7524,77.81,87,70,4.85,broken clouds
403,Deep River,CA,46.1001,-77.4995,77.43,70,76,4.83,broken clouds
404,Porto Novo,BJ,6.4965,2.6036,87.62,62,81,8.43,light rain
405,Krasnoselkup,RU,65.7,82.4667,42.73,60,100,10.87,overcast clouds
406,Nabire,ID,-3.3667,135.4833,76.87,90,100,2.84,overcast clouds
407,Shubarshi,KZ,48.5872,57.1869,69.78,39,100,5.01,overcast clouds
408,Venkatagiri,IN,13.9667,79.5833,91.87,57,98,5.5,overcast clouds
409,Lasem,ID,-6.6922,111.4527,81.46,74,49,2.04,scattered clouds
410,Hammerfest,NO,70.6634,23.6821,49.73,66,0,8.05,clear sky
411,Turbat,PK,26.0023,63.044,91.8,47,0,17.47,clear sky
412,Neiafu,TO,-18.65,-173.9833,74.08,78,40,11.88,scattered clouds
413,San Luis Potosi,MX,22.5,-100.5,68.54,65,98,1.54,overcast clouds
414,Severo-Kurilsk,RU,50.6789,156.125,41.09,96,89,13.35,overcast clouds
415,Mildura,AU,-34.2,142.15,53.56,76,69,11.5,broken clouds
416,Sibut,CF,5.718,19.0739,83.43,60,70,8.05,broken clouds
417,Chippewa Falls,US,44.9369,-91.3929,80.78,57,1,13.24,clear sky
418,Laela,TZ,-8.5667,32.05,64.44,65,81,8.66,broken clouds
419,Kastamonu,TR,41.5,33.6667,63.66,48,73,9.89,broken clouds
420,Aldan,RU,58.6031,125.3894,64.11,55,60,8.32,broken clouds
421,Iqaluit,CA,63.7506,-68.5145,31.73,100,90,8.01,light snow
422,Keti Bandar,PK,24.1447,67.4497,87.06,67,0,13.33,clear sky
423,Green River,US,41.5286,-109.4662,68.18,33,76,11.41,broken clouds
424,The Valley,AI,18.217,-63.0578,82.81,74,40,17.27,scattered clouds
425,Do Gonbadan,IR,30.3586,50.7981,109.49,6,0,13.8,clear sky
426,Mae Hong Son,TH,19.3003,97.9685,76.05,97,100,1.5,light rain
427,Two Hills,CA,53.7169,-111.7518,53.83,93,100,13.98,overcast clouds
428,Baruun-Urt,MN,46.6806,113.2792,67.21,30,97,4.68,overcast clouds
429,Saint-Pierre,RE,-21.3393,55.4781,74.88,80,75,11.5,broken clouds
430,Huilong,CN,31.8111,121.655,76.03,67,0,14.32,light rain
431,Beira,MZ,-19.8436,34.8389,75.29,64,40,14.97,scattered clouds
432,Damghan,IR,36.1683,54.348,96.1,15,0,10.42,clear sky
433,Howard Springs,AU,-12.497,131.047,73.31,86,99,5.7,overcast clouds
434,Yangjiang,CN,21.85,111.9667,78.87,82,0,3.98,clear sky
435,Ambilobe,MG,-13.2,49.05,76.3,80,73,3.49,moderate rain
436,Port Moresby,PG,-9.4431,147.1797,78.22,83,75,17.27,broken clouds
437,Alghero,IT,40.5589,8.3181,69.89,73,40,6.91,scattered clouds
438,Bambanglipuro,ID,-7.95,110.2833,60.6,87,41,3.47,scattered clouds
439,Skjervoy,NO,70.0311,20.9714,50.18,63,67,9.35,broken clouds
440,Pauini,BR,-7.7136,-66.9764,73.6,98,100,1.16,overcast clouds
441,Santo Tomas,PH,14.1079,121.1414,83.57,87,100,2.86,overcast clouds
442,Chapais,CA,49.7834,-74.8492,60.58,50,78,4.99,broken clouds
443,Zyryanka,RU,65.75,150.85,49.26,70,5,16.82,clear sky
444,Mao,ES,39.8885,4.2658,75.76,46,0,17.27,clear sky
445,Chaoyang,CN,41.5703,120.4586,69.49,47,72,3.78,broken clouds
446,Mehamn,NO,71.0357,27.8492,41.76,68,7,10.11,clear sky
447,Imeni Poliny Osipenko,RU,52.4201,136.4853,43.18,95,47,6.87,scattered clouds
448,Andenes,NO,69.3143,16.1194,61.07,71,0,13.8,clear sky
449,Polson,US,47.6936,-114.1632,52.41,52,2,13.0,clear sky
450,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.44,59,75,4.0,light rain
451,Southbridge,US,42.0751,-72.0334,88.03,52,32,4.0,scattered clouds
452,San Andres,CO,12.5847,-81.7006,82.02,80,65,18.63,broken clouds
453,Gagnoa,CI,6.1293,-5.9437,89.44,53,99,3.47,light rain
454,Yarada,IN,17.65,83.2667,88.12,74,20,16.13,few clouds
455,Tautira,PF,-17.7333,-149.15,77.02,76,12,11.59,few clouds
456,Lavrentiya,RU,65.5833,-171.0,30.34,87,91,9.17,overcast clouds
457,Mata,PT,40.683,-7.4592,79.93,25,1,7.61,clear sky
458,Muhos,FI,64.808,25.9931,73.18,80,99,3.2,moderate rain
459,Fortuna,US,40.5982,-124.1573,52.93,72,75,1.01,broken clouds
460,Port Augusta,AU,-32.5,137.7667,59.14,58,23,10.47,few clouds
461,Havelock,US,34.8791,-76.9013,81.01,80,75,4.0,broken clouds
462,Sorland,NO,67.667,12.6934,69.87,67,0,13.8,clear sky
463,Dicabisagan,PH,17.0818,122.4157,81.86,86,100,5.08,overcast clouds
464,Bella Union,UY,-30.2752,-57.6007,56.97,59,100,13.6,overcast clouds
465,Tilichiki,RU,60.4667,166.1,36.27,90,100,6.71,overcast clouds
466,Cairns,AU,-16.9167,145.7667,69.75,80,40,11.5,scattered clouds
467,Fuengirola,ES,36.54,-4.6247,81.36,78,20,6.04,few clouds
468,Leningradskiy,RU,69.3833,178.4167,32.77,95,100,11.3,overcast clouds
469,Puerto Escondido,MX,15.85,-97.0667,85.03,79,1,8.05,clear sky
470,Diffa,NE,13.3154,12.6113,106.32,15,27,8.86,scattered clouds
471,Codrington,AU,-38.2667,141.9667,55.4,75,100,15.39,overcast clouds
472,Anadyr,RU,64.75,177.4833,43.3,70,20,11.65,few clouds
473,Mana,GF,5.6592,-53.7767,80.04,83,59,2.17,broken clouds
474,Rio Grande,BR,-32.035,-52.0986,57.31,70,100,9.95,overcast clouds
475,Banda Aceh,ID,5.5577,95.3222,80.64,79,96,15.5,overcast clouds
476,Toamasina,MG,-18.1667,49.3833,73.4,88,75,16.11,light rain
477,Brae,GB,60.3964,-1.353,57.11,72,47,9.26,scattered clouds
478,Maarianhamina,AX,60.0973,19.9348,73.26,38,0,5.75,clear sky
479,Ahuimanu,US,21.4447,-157.8378,73.85,75,40,16.26,scattered clouds
480,Auki,SB,-8.7676,160.7034,77.27,86,0,4.09,clear sky
481,Idil,TR,37.3411,41.8895,85.05,12,0,13.56,clear sky
482,Nemuro,JP,43.3236,145.575,52.99,87,100,12.3,overcast clouds
483,Banjar,ID,-8.19,114.9675,80.46,90,55,3.69,broken clouds
484,Yaan,NG,7.3833,8.5667,86.47,58,99,8.68,overcast clouds
485,Mersin,TR,36.862,34.6509,85.35,44,0,12.3,clear sky
486,Broome,US,42.2506,-75.833,82.65,57,1,1.99,clear sky
487,Khowai,IN,24.1,91.6333,75.58,95,100,9.37,overcast clouds
488,Kijang,KR,35.2442,129.2139,69.53,80,100,4.99,overcast clouds
489,Marrakesh,MA,31.6315,-8.0083,95.07,29,0,6.91,clear sky
490,Zuwarah,LY,32.9312,12.082,84.45,42,99,15.01,overcast clouds
491,Kajaani,FI,64.2273,27.7285,64.45,72,20,10.36,few clouds
492,Valkla,EE,59.4744,25.3186,71.65,62,5,10.07,clear sky
493,Along,IN,28.1667,94.7667,72.75,99,99,0.16,overcast clouds
494,Constantine,DZ,36.365,6.6147,80.01,50,75,13.8,broken clouds
495,Nyzhnya Krynka,UA,48.1135,38.1606,67.33,69,100,9.51,overcast clouds
496,Daru,PG,-9.0763,143.2092,77.13,88,98,17.85,overcast clouds
497,Shimoda,JP,34.6667,138.95,69.17,92,100,6.26,overcast clouds
498,Prince Rupert,CA,54.3161,-130.3201,47.89,90,90,5.75,light rain
499,Panguna,PG,-6.3164,155.4848,67.86,97,19,2.06,light rain
500,Banaue,PH,16.9136,121.0618,69.22,94,100,0.58,overcast clouds
501,Millville,US,39.4021,-75.0393,88.12,61,1,6.91,clear sky
502,Sao Filipe,CV,14.8961,-24.4956,77.76,63,29,5.01,scattered clouds
503,Shambu,ET,9.5667,37.1,64.67,66,89,4.21,light rain
504,Cordele,US,31.9635,-83.7824,82.92,69,1,0.0,clear sky
505,Alihe,CN,50.5667,123.7167,51.51,79,2,2.57,clear sky
506,Ciego De Avila,CU,21.84,-78.7619,82.06,76,54,12.73,broken clouds
507,Crailsheim,DE,49.1344,10.0719,66.72,93,100,7.11,moderate rain
508,Iquique,CL,-20.2208,-70.1431,62.64,65,100,6.2,overcast clouds
509,Hambantota,LK,6.1241,81.1185,81.91,78,94,17.49,overcast clouds
510,Njinikom,CM,6.2333,10.2833,70.54,86,88,0.43,moderate rain
511,Sitka,US,57.0531,-135.33,48.09,87,75,0.0,broken clouds
512,Waimana,NZ,-38.15,177.0833,61.32,93,100,7.07,moderate rain
513,Sainte-Marie,RE,-20.8968,55.5496,75.36,83,75,2.3,broken clouds
514,Tiarei,PF,-17.5333,-149.3333,77.02,79,8,12.86,clear sky
515,Palembang,ID,-2.9167,104.7458,79.63,78,100,4.0,overcast clouds
516,Grand Gaube,MU,-20.0064,57.6608,76.37,81,78,1.99,broken clouds
517,Benidorm,ES,38.5382,-0.131,79.48,91,47,5.59,scattered clouds
518,Nokaneng,BW,-19.6667,22.2667,72.25,26,1,9.64,clear sky
519,Berdigestyakh,RU,62.0989,126.6992,52.86,50,100,4.25,overcast clouds
520,Eureka,US,40.8021,-124.1637,53.2,74,49,8.01,scattered clouds
521,Cape Canaveral,US,28.4058,-80.6048,87.87,78,1,9.22,clear sky
522,Latung,PH,5.5,120.8833,84.31,69,100,4.0,overcast clouds
523,Aquiraz,BR,-3.9014,-38.3911,89.22,56,20,9.13,few clouds
524,Aban,RU,56.67,96.06,53.22,73,53,10.25,broken clouds
525,Santa Marta,CO,11.2408,-74.199,83.19,74,100,5.03,overcast clouds
526,Makinsk,KZ,52.6292,70.4169,68.25,38,1,3.29,clear sky
527,Nyurba,RU,63.2842,118.3319,49.05,79,100,4.36,overcast clouds
528,Manoel Urbano,BR,-8.8389,-69.2597,84.47,60,33,0.85,scattered clouds
529,Necochea,AR,-38.5473,-58.7368,50.04,58,15,8.57,few clouds
530,Coahuayana,MX,18.7333,-103.6833,83.68,59,95,1.19,overcast clouds
531,Akureyri,IS,65.6835,-18.0878,62.53,36,0,14.97,clear sky
532,Jian,CN,27.1172,114.9793,74.14,67,99,2.17,overcast clouds
533,Peniche,PT,39.3558,-9.3811,77.72,70,1,16.08,clear sky
534,Xinzhi,CN,36.4989,111.7047,85.78,19,100,4.92,overcast clouds
535,Zapolyarnyy,RU,69.4154,30.8136,45.68,49,67,12.55,broken clouds
536,Oksfjord,NO,70.2396,22.3479,53.67,38,35,4.09,scattered clouds
537,Dukhovnitskoye,RU,52.4828,48.2137,66.07,74,81,6.31,broken clouds
538,Tukrah,LY,32.5341,20.5791,77.07,46,11,11.39,few clouds
539,Freeport,US,40.6576,-73.5832,91.27,55,1,1.99,clear sky
540,Ziro,IN,27.6333,93.8333,57.54,98,95,0.0,overcast clouds
541,Leshukonskoye,RU,64.8989,45.7622,60.76,24,31,11.45,scattered clouds
542,Fukue,JP,32.6881,128.8419,69.3,77,100,6.06,overcast clouds
543,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,17.27,clear sky
544,Havoysund,NO,70.9963,24.6622,49.08,67,4,4.16,clear sky
545,Flinders,AU,-34.5833,150.8552,54.05,80,4,1.01,clear sky
546,Sarkand,KZ,45.41,79.9186,59.54,54,0,4.09,clear sky
547,Pascagoula,US,30.3658,-88.5561,82.45,91,90,10.89,overcast clouds
548,Santa Cruz Del Sur,CU,20.7147,-77.9956,81.37,79,63,11.74,broken clouds
549,Gainesville,US,29.6516,-82.3248,84.31,81,75,8.05,broken clouds
550,Veinticinco De Mayo,AR,-35.4323,-60.1727,53.06,56,88,5.01,overcast clouds
551,Maputo,MZ,-25.9653,32.5892,71.22,66,20,3.0,few clouds
552,Azul,AR,-36.777,-59.8585,48.74,51,31,5.46,scattered clouds
553,Khalabat,PK,34.06,72.8894,96.89,28,5,4.09,clear sky
554,Pulandian,CN,39.3953,121.9669,64.53,63,89,5.39,overcast clouds
555,Ostrovnoy,RU,68.0531,39.5131,44.56,60,47,13.62,scattered clouds
556,Golden,US,39.7555,-105.2211,77.72,51,75,5.01,broken clouds
557,Xacmaz,AZ,41.4635,48.806,70.36,61,35,7.94,scattered clouds
558,Macamic,CA,48.7502,-78.9996,71.83,71,54,6.11,broken clouds
559,Pontianak,ID,-0.0333,109.3333,76.98,100,40,3.94,scattered clouds
560,Obidos,BR,-1.9175,-55.5181,86.58,57,100,5.99,overcast clouds
561,Bandrele,YT,-12.9067,45.1914,80.35,69,0,17.27,clear sky
562,Yanam,IN,16.7333,82.2167,84.6,74,30,8.72,scattered clouds
563,Banon,ES,40.8382,-1.1909,72.18,64,0,11.77,clear sky
564,Jumla,NP,29.2747,82.1838,60.51,84,79,1.14,broken clouds
565,Isangel,VU,-19.55,169.2667,72.23,69,100,13.13,overcast clouds
566,Ibra,OM,22.6906,58.5334,97.81,35,0,21.18,clear sky
567,La Macarena,CO,2.1837,-73.7849,77.99,87,65,1.3,broken clouds
568,Laukaa,RU,58.7372,29.8453,76.23,42,82,6.93,broken clouds
569,Umea,SE,63.8284,20.2597,66.13,59,20,5.75,few clouds
570,Alcaudete,ES,37.5909,-4.0824,86.59,26,0,7.38,clear sky
571,Kalmar,SE,56.6616,16.3616,76.93,38,0,12.66,clear sky
572,Quelimane,MZ,-17.8786,36.8883,71.55,83,75,10.36,light rain
573,Zhigansk,RU,66.7697,123.3711,49.64,41,7,6.44,clear sky
574,Mchinji,MW,-13.7984,32.8802,63.97,53,100,8.79,overcast clouds
575,Narsaq,GL,60.9167,-46.05,57.42,67,100,4.9,overcast clouds
576,Orotukan,RU,62.2667,151.7,44.56,76,13,10.33,few clouds
577,Birao,CF,10.2849,22.7882,92.23,39,75,7.25,broken clouds
578,Pevek,RU,69.7008,170.3133,45.99,77,46,10.67,scattered clouds
579,Caxias,PT,38.7031,-9.2767,80.42,52,20,7.0,few clouds
580,Gumdag,TM,39.2061,54.5906,85.44,32,0,20.83,clear sky
581,Upata,VE,8.0086,-62.3989,79.2,74,100,7.43,overcast clouds
582,Netarhat,IN,23.4833,84.2667,78.78,50,8,3.24,clear sky
583,Sangmelima,CM,2.9333,11.9833,72.19,96,100,1.79,light rain
584,Svetlogorsk,BY,52.6333,29.7333,69.28,63,71,6.46,broken clouds
585,Kargasok,RU,59.0556,80.8572,58.62,91,100,7.45,light rain
586,Belyy Yar,RU,53.6039,91.3903,51.69,76,0,14.81,clear sky
587,Sasovo,RU,54.3537,41.9199,64.54,83,95,9.95,overcast clouds
588,Borogontsy,RU,62.6683,131.1683,52.11,50,100,1.95,overcast clouds
589,Hailey,US,43.5196,-114.3153,51.89,46,1,8.05,clear sky
590,Inhambane,MZ,-23.865,35.3833,75.18,50,40,6.91,light rain
591,Ried,DE,48.477,11.2606,66.29,91,100,4.25,light rain
592,Ayan,RU,56.45,138.1667,40.59,91,89,7.49,overcast clouds
593,Maniitsoq,GL,65.4167,-52.9,40.24,92,100,7.7,overcast clouds
594,Edirne,TR,41.6772,26.556,84.79,37,1,3.15,clear sky
595,Askiz,RU,53.1319,90.5264,45.64,91,91,9.35,overcast clouds
596,Kayanga,TZ,-1.5303,31.1511,69.51,62,94,4.5,overcast clouds
597,La Romana,DO,18.4273,-68.9728,82.76,74,40,13.8,scattered clouds
598,Puerto Carreno,CO,6.189,-67.4859,82.96,72,100,5.35,overcast clouds
599,Shingu,JP,33.7333,135.9833,68.25,86,100,4.16,overcast clouds
600,Halifax,CA,44.6453,-63.5724,73.4,68,100,6.91,overcast clouds
601,Polignano A Mare,IT,40.9959,17.2159,84.33,56,82,5.91,broken clouds
602,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,100,90,20.71,mist
603,Tlapehuala,MX,18.2167,-100.5167,80.31,70,35,0.11,scattered clouds
604,Tain,GB,57.809,-4.0599,65.43,53,77,1.01,broken clouds
605,Mwinilunga,ZM,-11.7358,24.4293,76.68,31,49,6.44,scattered clouds
606,Nueve De Julio,AR,-35.4444,-60.8831,52.72,52,99,10.18,overcast clouds
607,Talara,PE,-4.5772,-81.2719,72.36,73,20,12.66,few clouds
608,Alice Springs,AU,-23.7,133.8833,44.15,61,0,6.98,clear sky
609,Manzhouli,CN,49.6,117.4333,65.21,29,0,5.17,clear sky
610,Namibe,AO,-15.1961,12.1522,84.83,61,0,14.97,clear sky
611,Mogadishu,SO,2.0371,45.3438,82.27,69,40,20.71,scattered clouds
612,Trujillo,PE,-8.116,-79.03,66.16,88,90,3.44,mist
613,Katangli,RU,51.7102,143.2326,39.42,91,100,15.5,overcast clouds
614,Abalak,RU,58.1286,68.5944,74.79,35,21,9.13,few clouds
615,Ongandjera,NA,-17.8833,15.0667,77.04,20,8,10.85,clear sky
616,Ponta Delgada,PT,37.7333,-25.6667,68.72,77,20,13.8,few clouds
617,Broken Hill,AU,-31.95,141.4333,53.31,66,25,8.05,scattered clouds
618,Cabedelo,BR,-6.9811,-34.8339,74.07,78,22,15.95,few clouds
619,Olafsvik,IS,64.8945,-23.7142,46.54,93,100,8.5,light rain
620,Zhuravky,UA,45.1294,35.2183,66.7,60,100,10.33,overcast clouds
621,Hofn,IS,64.2539,-15.2082,50.02,87,90,12.66,mist
622,Walla Walla,US,46.0646,-118.343,53.69,58,75,4.0,broken clouds
623,Kuandian,CN,40.7286,124.7847,57.11,90,7,2.86,clear sky
624,Muli,MV,2.9167,73.5667,83.25,75,7,14.74,clear sky
625,Namtsy,RU,62.7161,129.6658,55.51,47,100,2.8,overcast clouds
626,Zonguldak,TR,41.25,31.8333,68.85,45,4,6.11,clear sky
627,Cabras,IT,39.93,8.5314,78.91,69,10,11.99,clear sky
628,Klamath Falls,US,42.2249,-121.7817,46.87,66,1,1.99,clear sky
629,Tegal,ID,-6.8694,109.1402,79.63,82,85,4.03,overcast clouds
630,Tripoli,LY,32.8752,13.1875,89.38,36,58,15.3,broken clouds
631,Spornoye,RU,50.8448,37.2913,59.02,72,96,5.26,overcast clouds
632,Port Hedland,AU,-20.3167,118.5667,71.65,68,99,5.75,overcast clouds
633,Vayalar,IN,9.7,76.3333,82.38,79,100,8.08,overcast clouds
634,Hervey Bay,AU,-25.2986,152.8535,58.01,82,4,3.0,clear sky
635,Puerto Narino,CO,-3.7703,-70.3831,80.55,88,49,1.66,scattered clouds
636,Steamboat Springs,US,40.485,-106.8317,65.7,61,1,0.0,clear sky
637,Kenora,CA,49.8167,-94.4337,67.17,88,90,3.44,overcast clouds
638,Tual,ID,-5.6667,132.75,80.78,81,92,14.83,overcast clouds
639,Bianzhuang,CN,34.8486,118.0447,81.37,37,6,9.64,light rain
640,Aasiaat,GL,68.7098,-52.8699,36.19,92,81,6.87,broken clouds
641,Yulara,AU,-25.2406,130.9889,49.84,50,0,4.61,clear sky
642,Tymovskoye,RU,50.8456,142.655,45.36,95,100,4.9,overcast clouds
643,Xichang,CN,27.8964,102.2634,68.5,84,77,2.95,moderate rain
644,Progress,US,40.2851,-76.8314,85.95,59,1,1.99,clear sky
645,Ancud,CL,-41.8697,-73.8203,49.23,83,100,7.61,overcast clouds
646,Fare,PF,-16.7,-151.0167,80.46,74,7,11.21,clear sky
647,Hajiganj,BD,23.2511,90.8592,78.75,87,100,13.49,overcast clouds
648,Outlook,CA,51.5001,-107.0513,58.69,65,8,13.91,clear sky
649,Springbok,ZA,-29.6643,17.8865,69.62,20,0,25.03,clear sky
650,Dakoro,NE,14.5106,6.765,104.18,17,82,1.72,broken clouds
651,Barra Patuca,HN,15.8,-84.2833,83.53,75,28,10.98,scattered clouds
652,La Maddalena,IT,41.2142,9.4083,73.45,84,99,6.51,light rain
653,Benicarlo,ES,40.4165,0.4271,77.56,66,22,11.41,few clouds
654,Maningrida,AU,-12.0667,134.2667,71.01,78,9,9.51,clear sky
655,Teya,RU,60.3778,92.6267,47.03,49,79,1.83,broken clouds
656,Ust-Ilimsk,RU,58.0006,102.6619,48.34,41,24,6.06,few clouds
657,Santiago,CL,-33.4569,-70.6483,61.18,66,40,0.0,haze
658,Kinlochleven,GB,56.7115,-4.9661,66.18,74,88,3.18,overcast clouds
659,Fort Nelson,CA,58.8053,-122.7002,47.79,100,90,5.75,moderate rain
660,Yeppoon,AU,-23.1333,150.7333,51.58,79,47,6.76,scattered clouds
661,Monrovia,LR,6.3005,-10.7969,80.37,77,63,8.01,light rain
662,Nantucket,US,41.2835,-70.0995,87.91,89,10,10.83,clear sky
663,Hastings,GB,50.8552,0.5729,71.33,79,44,11.03,scattered clouds
664,Muisne,EC,0.6,-80.0333,78.91,88,100,11.7,light rain
665,Zhaotong,CN,27.3167,103.7167,67.05,55,100,6.35,overcast clouds
666,Szczytno,PL,53.5626,20.9875,75.13,41,0,6.91,clear sky
667,Kidal,ML,18.4411,1.4078,108.36,10,0,6.33,clear sky
668,Libertador General San Martin,AR,-23.8064,-64.7876,62.98,96,100,1.34,overcast clouds
669,Dudinka,RU,69.4058,86.1778,33.93,88,99,5.53,overcast clouds
670,Sand,DE,50.0,10.6,69.62,91,98,6.62,moderate rain
671,Timmins,CA,48.4669,-81.3331,66.02,88,75,6.64,broken clouds
672,Palmer,US,42.1584,-72.3287,87.66,48,20,1.99,few clouds
673,San Jose,US,37.3394,-121.895,59.72,80,20,5.99,few clouds
674,Marabba,SD,12.35,32.1833,96.31,31,97,8.25,overcast clouds
675,Anyksciai,LT,55.5256,25.1026,71.47,61,100,8.88,moderate rain
676,Kalemie,CD,-5.9475,29.1947,77.59,63,28,11.12,scattered clouds
677,Korla,CN,41.7597,86.1469,83.39,20,51,9.4,broken clouds
678,Ipojuca,BR,-8.3989,-35.0639,78.71,64,26,10.33,scattered clouds
679,Shenzhen,CN,22.5455,114.0683,84.27,91,46,6.6,scattered clouds
680,Oussouye,SN,12.485,-16.5469,93.38,49,35,11.79,scattered clouds
681,Rocha,UY,-34.4833,-54.3333,55.6,77,0,6.76,clear sky
682,Barcelos,PT,41.5388,-8.6151,84.29,47,23,9.26,few clouds
683,Catamarca,AR,-28.4696,-65.7852,62.78,44,1,11.99,clear sky
684,Sioux Lookout,CA,50.1001,-91.917,68.38,88,90,6.91,overcast clouds
685,Koumac,NC,-20.5667,164.2833,69.55,63,100,12.8,overcast clouds
686,Aksu,CN,41.1231,80.2644,87.75,13,100,11.45,overcast clouds
687,Tayu,ID,-6.5397,111.0518,80.4,74,81,2.1,broken clouds
688,Enid,US,36.3956,-97.8784,71.02,95,90,5.99,overcast clouds
689,Susanino,RU,58.1461,41.5872,71.64,59,78,4.56,broken clouds
690,Menzelinsk,RU,55.7271,53.1026,76.24,47,2,4.81,clear sky
691,Altamont,US,42.2068,-121.7372,45.79,66,1,1.01,clear sky
692,Salyan,AZ,39.5936,48.9805,75.47,49,9,16.91,clear sky
693,Pampierstad,ZA,-27.7832,24.6877,64.85,19,0,13.11,clear sky
694,Hami,CN,42.8,93.45,74.62,11,54,13.62,broken clouds
695,Jalesar,IN,27.4833,78.3167,100.8,23,4,8.66,clear sky
696,Luxor,EG,25.6989,32.6421,100.45,13,0,8.05,clear sky
697,Moron,AR,-34.6534,-58.6198,54.84,56,57,6.49,broken clouds
698,Ciudad Guayana,VE,8.3533,-62.6528,82.53,80,97,5.48,overcast clouds
699,Marawi,PH,7.9986,124.2928,65.64,97,100,2.86,overcast clouds
700,Bac Lieu,VN,9.285,105.7244,84.72,74,100,13.15,overcast clouds
