City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
157,Bubaque,GW,2021-06-03 19:59:36,11.2833,-15.8333,78.76,75,99,19.62
158,Axim,GH,2021-06-03 19:59:37,4.8699,-2.2405,80.49,83,29,9.93
159,Tukrah,LY,2021-06-03 19:59:37,32.5341,20.5791,69.39,62,50,16.51
160,Hilo,US,2021-06-03 19:59:37,19.7297,-155.09,80.8,74,13,5.01
161,Saint George,US,2021-06-03 19:59:38,37.1041,-113.5841,105.64,11,11,1.01
162,Pouembout,NC,2021-06-03 19:59:38,-21.1333,164.9,67.77,80,62,3.53
163,Burnie,AU,2021-06-03 19:59:38,-41.0667,145.9167,48.34,78,96,15.84
164,Clyde River,CA,2021-06-03 19:59:38,70.4692,-68.5914,28.63,93,90,12.66
165,Port Lincoln,AU,2021-06-03 19:59:39,-34.7333,135.8667,58.03,78,43,11.72
166,Ust-Ordynskiy,RU,2021-06-03 19:59:39,52.805,104.7508,46.24,60,0,1.34
167,Puerto Ayacucho,VE,2021-06-03 19:59:39,5.6639,-67.6236,86.27,68,66,1.77
168,Bend,US,2021-06-03 19:58:45,44.0582,-121.3153,88.32,37,1,4.0
169,Yar-Sale,RU,2021-06-03 19:59:40,66.8333,70.8333,35.4,71,100,8.08
170,Yulara,AU,2021-06-03 19:59:40,-25.2406,130.9889,49.84,76,69,9.22
171,Caravelas,BR,2021-06-03 19:59:40,-17.7125,-39.2481,74.8,80,95,5.55
172,Kavaratti,IN,2021-06-03 19:59:41,10.5669,72.642,83.95,75,100,18.16
173,Sinjar,IQ,2021-06-03 19:59:41,36.3209,41.8754,77.18,18,0,9.55
174,Codrington,AU,2021-06-03 19:59:41,-38.2667,141.9667,52.83,65,55,16.22
175,San Rafael,AR,2021-06-03 19:59:41,-34.6177,-68.3301,73.49,28,95,7.16
176,Corner Brook,CA,2021-06-03 19:59:37,48.9667,-57.9484,77.16,37,100,8.5
177,Martapura,ID,2021-06-03 19:59:42,-3.4167,114.85,75.29,94,80,1.81
178,Bathsheba,BB,2021-06-03 19:59:42,13.2167,-59.5167,86.61,54,40,16.84
179,Methoni,GR,2021-06-03 19:59:42,36.8197,21.7049,69.22,70,8,9.35
180,Sapa,PH,2021-06-03 19:59:43,5.1544,120.3241,81.73,83,65,6.55
181,Kruisfontein,ZA,2021-06-03 19:59:43,-34.0033,24.7314,47.88,67,10,4.74
182,Bethel,US,2021-06-03 19:58:49,41.3712,-73.414,72.01,87,90,1.01
183,Avarua,CK,2021-06-03 19:59:43,-21.2078,-159.775,77.05,83,75,1.14
184,Fallon,US,2021-06-03 19:59:44,39.4735,-118.7774,97.43,14,18,0.85
185,Chepareria,KE,2021-06-03 19:59:44,1.3077,35.2039,60.51,85,44,3.91
186,Chokurdakh,RU,2021-06-03 19:59:44,70.6333,147.9167,56.14,62,100,5.37
187,Kenora,CA,2021-06-03 19:56:13,49.8167,-94.4337,81.57,34,75,4.61
188,Ketchikan,US,2021-06-03 19:59:45,55.3422,-131.6461,53.58,81,100,6.35
189,Salaberry-De-Valleyfield,CA,2021-06-03 19:59:45,45.2501,-74.1325,66.63,94,100,7.4
190,Port Hardy,CA,2021-06-03 19:59:45,50.6996,-127.4199,55.58,82,40,9.22
191,Alta Floresta,BR,2021-06-03 19:59:45,-9.8756,-56.0861,93.02,36,20,5.75
192,Soma,TR,2021-06-03 19:59:46,39.1855,27.6094,58.62,77,23,5.93
